,Date-Time,sp,y,u
0,16:42:36,5.5,7.978,-100.0
1,16:42:41,5.5,7.983,-100.0
2,16:42:46,5.5,7.868,-96.576
3,16:42:51,5.5,7.702,-93.31249999999997
4,16:42:56,5.5,7.381,-83.42450000000002
5,16:43:01,5.5,7.239,-80.4025
6,16:43:06,5.5,7.084,-76.65424999999999
7,16:43:11,5.5,6.987,-75.04524999999998
8,16:43:16,5.5,6.936,-75.17874999999995
9,16:43:21,5.5,6.903,-75.98874999999995
10,16:43:26,5.5,6.858,-76.25724999999996
11,16:43:31,5.5,6.796,-75.74525
12,16:43:36,5.5,6.768,-76.52724999999998
13,16:43:41,5.5,6.711,-76.08625
14,16:43:46,5.5,6.689,-76.99725000000001
15,16:43:51,5.5,6.673,-78.11675000000001
16,16:43:56,5.5,6.608,-77.20499999999998
17,16:44:01,5.5,6.576,-77.55924999999998
18,16:44:06,5.5,6.559,-78.46775
19,16:44:11,5.5,6.533,-78.98925
20,16:44:16,5.5,6.53,-80.40299999999999
21,16:44:21,5.5,6.5,-80.70299999999997
22,16:44:26,5.5,6.472,-81.0395
23,16:44:31,5.5,6.438,-81.11124999999997
24,16:44:36,5.5,6.421,-81.82475
25,16:44:42,5.5,6.398,-82.26824999999995
26,16:44:47,5.5,6.384,-83.03649999999999
27,16:44:52,5.5,6.345,-82.75674999999997
28,16:44:57,5.5,6.328,-83.34125
29,16:45:02,5.5,6.324,-84.41725000000001
30,16:45:07,5.5,6.313,-85.20125000000002
31,16:45:12,5.5,6.287,-85.34250000000003
32,16:45:17,5.5,6.271,-85.85075000000005
33,16:45:22,5.5,6.243,-85.85050000000007
34,16:45:27,5.5,6.233,-86.55225000000004
35,16:45:32,5.5,6.205,-86.50400000000006
36,16:45:37,5.5,6.191,-86.99025000000006
37,16:45:42,5.5,6.176,-87.40950000000008
38,16:45:47,5.5,6.154,-87.51200000000006
39,16:45:52,5.5,6.133,-87.63500000000005
40,16:45:57,5.5,6.131,-88.50300000000007
41,16:46:02,5.5,6.115,-88.78475000000006
42,16:46:07,5.5,6.09,-88.67725000000004
43,16:46:12,5.5,6.089,-89.51925000000006
44,16:46:17,5.5,6.069,-89.57875000000003
