,Date-Time,sp,y,u
0,15:11:03,5.5,6.811,-100.0
1,15:11:08,5.5,6.809,-100.0
2,15:11:13,5.5,6.723,-94.95174999999995
3,15:11:18,5.5,6.666,-94.537
4,15:11:23,5.5,6.641,-97.22774999999994
5,15:11:28,5.5,6.517,-89.57749999999999
6,15:11:33,5.5,6.505,-92.91349999999996
7,15:11:38,5.5,6.48,-94.92025
8,15:11:43,5.5,6.384,-89.39049999999999
9,15:11:48,5.5,6.333,-88.10424999999995
10,15:11:53,5.5,6.336,-92.13699999999997
11,15:11:58,5.5,6.265,-88.4974999999999
12,15:12:03,5.5,6.236,-88.97924999999991
13,15:12:08,5.5,6.198,-88.36299999999997
14,15:12:13,5.5,6.159,-87.48024999999993
15,15:12:18,5.5,6.191,-93.80999999999993
16,15:12:23,5.5,6.121,-89.60675
17,15:12:28,5.5,6.079,-88.05049999999993
18,15:12:33,5.5,6.043,-86.96824999999998
19,15:12:38,5.5,6.038,-88.90050000000002
20,15:12:43,5.5,5.965,-83.79874999999996
21,15:12:48,5.5,5.962,-85.57549999999995
22,15:12:53,5.5,5.974,-88.90399999999997
23,15:12:58,5.5,5.926,-86.10649999999998
24,15:13:03,5.5,5.951,-90.71249999999992
25,15:13:08,5.5,5.916,-89.05974999999998
26,15:13:13,5.5,5.9,-89.25974999999997
27,15:13:18,5.5,5.836,-84.36724999999997
28,15:13:23,5.5,5.857,-88.06474999999998
29,15:13:28,5.5,5.813,-85.10924999999993
30,15:13:33,5.5,5.757,-80.73324999999994
31,15:13:38,5.5,5.781,-84.54174999999995
32,15:13:43,5.5,5.76,-83.58924999999996
33,15:13:48,5.5,5.732,-81.87375000000002
34,15:13:53,5.5,5.719,-81.58175000000004
35,15:13:58,5.5,5.684,-78.91200000000003
36,15:14:03,5.5,5.684,-79.72425000000003
37,15:14:08,5.5,5.633,-75.26775
38,15:14:13,5.5,5.658,-78.41575000000005
39,15:14:19,5.5,5.646,-77.88624999999999
40,15:14:24,5.5,5.593,0.0
41,15:14:29,5.5,5.582,0.0
42,15:14:34,5.5,5.56,0.0
43,15:14:39,5.5,5.563,0.0
44,15:14:44,5.5,5.569,0.0
45,15:14:49,5.5,5.568,0.0
46,15:14:54,5.5,5.579,0.0
47,15:14:59,5.5,5.573,0.0
48,15:15:04,5.5,5.569,0.0
49,15:15:09,5.5,5.573,0.0
50,15:15:14,5.5,5.584,0.0
51,15:15:19,5.5,5.576,0.0
52,15:15:24,5.5,5.582,0.0
53,15:15:29,5.5,5.585,0.0
54,15:15:34,5.5,5.584,0.0
55,15:15:39,5.5,5.58,0.0
56,15:15:44,5.5,5.586,0.0
57,15:15:49,5.5,5.581,0.0
58,15:15:54,5.5,5.577,0.0
59,15:15:59,5.5,5.586,0.0
60,15:16:04,5.5,5.594,0.0
61,15:16:09,5.5,5.574,0.0
62,15:16:14,5.5,5.588,0.0
63,15:16:19,5.5,5.586,0.0
64,15:16:24,5.5,5.592,0.0
65,15:16:29,5.5,5.599,0.0
66,15:16:34,5.5,5.586,0.0
67,15:16:39,5.5,5.586,0.0
68,15:16:44,5.5,5.59,0.0
69,15:16:49,5.5,5.602,-0.9295000000000577
70,15:16:54,5.5,5.601,-1.6272500000000232
71,15:16:59,5.5,5.589,0.0
72,15:17:04,5.5,5.601,-0.5272500000000111
73,15:17:09,5.5,5.609,-1.5452499999999905
74,15:17:14,5.5,5.596,0.0
75,15:17:19,5.5,5.593,0.0
76,15:17:25,5.5,5.598,0.0
77,15:17:30,5.5,5.595,0.0
78,15:17:35,5.5,5.602,-1.1635000000000577
79,15:17:40,5.5,5.602,-0.529500000000013
80,15:17:45,5.5,5.618,-2.6290000000000155
81,15:17:50,5.5,5.607,-1.4407500000000457
82,15:17:55,5.5,5.604,-1.626750000000035
83,15:18:00,5.5,5.6,0.0
84,15:18:05,5.5,5.6,0.0
85,15:18:10,5.5,5.604,-0.8882500000000455
86,15:18:15,5.5,5.603,-1.276500000000011
87,15:18:20,5.5,5.612,-2.6805000000000465
88,15:18:25,5.5,5.615,-1.7587500000000578
89,15:18:30,5.5,5.614,-2.1515000000000253
90,15:18:35,5.5,5.607,-1.9330000000000584
91,15:18:40,5.5,5.606,-2.348250000000025
92,15:18:45,5.5,5.606,-2.8297500000000237
93,15:18:50,5.5,5.618,-4.56075000000007
94,15:18:55,5.5,5.615,-4.771500000000062
95,15:19:00,5.5,5.616,-5.411500000000004
96,15:19:05,5.5,5.61,-5.306500000000067
97,15:19:10,5.5,5.615,-6.330750000000059
98,15:19:15,5.5,5.616,-6.964000000000002
99,15:19:20,5.5,5.615,-7.365750000000059
100,15:19:25,5.5,5.623,-8.708000000000059
101,15:19:30,5.5,5.627,-9.650250000000014
102,15:19:35,5.5,5.64,-11.52175
103,15:19:40,5.5,5.63,-11.088750000000022
104,15:19:45,5.5,5.626,-11.246750000000066
105,15:19:50,5.5,5.626,-11.825000000000067
106,15:19:55,5.5,5.632,-12.992
107,15:20:00,5.5,5.626,-12.977000000000068
108,15:20:05,5.5,5.632,-14.166500000000003
109,15:20:10,5.5,5.64,-15.54925
110,15:20:15,5.5,5.645,-16.66574999999999
111,15:20:20,5.5,5.637,-16.457499999999985
112,15:20:25,5.5,5.639,-17.249250000000053
113,15:20:30,5.5,5.638,-17.74325000000002
114,15:20:35,5.5,5.635,-18.04400000000001
115,15:20:40,5.5,5.637,-18.89199999999998
116,15:20:45,5.5,5.649,-20.728750000000034
117,15:20:50,5.5,5.65,-21.476750000000067
118,15:20:55,5.5,5.635,-20.60450000000001
119,15:21:00,5.5,5.635,-21.25250000000001
120,15:21:05,5.5,5.642,-22.584750000000067
121,15:21:10,5.5,5.646,-23.659750000000017
122,15:21:15,5.5,5.652,-24.92125000000004
123,15:21:20,5.5,5.646,-25.012000000000015
124,15:21:25,5.5,5.644,-25.46675000000004
125,15:21:30,5.5,5.65,-26.744000000000064
126,15:21:35,5.5,5.655,-27.93025000000005
127,15:21:40,5.5,5.645,-27.607499999999984
128,15:21:45,5.5,5.641,-27.88700000000003
129,15:21:50,5.5,5.652,-29.677750000000042
130,15:21:55,5.5,5.652,-30.34825000000004
131,15:22:00,5.5,5.666,-32.46825000000007
132,15:22:06,5.5,5.654,-31.977000000000018
133,15:22:11,5.5,5.664,-33.710499999999996
134,15:22:16,5.5,5.669,-34.92599999999999
135,15:22:21,5.5,5.674,-36.177500000000066
136,15:22:26,5.5,5.666,-36.10425000000007
137,15:22:31,5.5,5.662,-36.43100000000003
138,15:22:36,5.5,5.657,-36.64425000000004
139,15:22:41,5.5,5.661,-37.793499999999995
140,15:22:46,5.5,5.675,-39.958500000000015
141,15:22:51,5.5,5.679,-41.13475000000007
142,15:22:56,5.5,5.676,-41.59300000000005
143,15:23:01,5.5,5.669,-41.653499999999994
144,15:23:06,5.5,5.672,-42.723000000000006
145,15:23:11,5.5,5.669,-43.19924999999999
146,15:23:16,5.5,5.678,-44.89125000000003
147,15:23:21,5.5,5.674,-45.263000000000076
148,15:23:26,5.5,5.681,-46.72800000000004
149,15:23:31,5.5,5.674,-46.79750000000007
150,15:23:36,5.5,5.681,-48.31875000000004
151,15:23:41,5.5,5.679,-48.93550000000006
152,15:23:46,5.5,5.671,-48.918500000000066
153,15:23:51,5.5,5.679,-50.530750000000076
154,15:23:56,5.5,5.677,-51.145250000000004
155,15:24:01,5.5,5.689,-53.171000000000035
156,15:24:06,5.5,5.68,-53.07875000000001
157,15:24:11,5.5,5.683,-54.18650000000002
158,15:24:16,5.5,5.686,-55.307750000000034
159,15:24:21,5.5,5.688,-56.33350000000001
160,15:24:26,5.5,5.681,-56.459250000000054
161,15:24:31,5.5,5.687,-57.90075000000007
162,15:24:36,5.5,5.693,-59.335499999999996
163,15:24:41,5.5,5.688,-59.67025000000001
164,15:24:46,5.5,5.683,-59.99375000000002
165,15:24:51,5.5,5.685,-61.046499999999995
166,15:24:56,5.5,5.692,-62.58575000000006
167,15:25:01,5.5,5.688,-63.02950000000001
168,15:25:06,5.5,5.684,-63.45300000000007
169,15:25:11,5.5,5.697,-65.63950000000006
170,15:25:16,5.5,5.696,-66.40575000000003
171,15:25:21,5.5,5.691,-66.74500000000003
172,15:25:26,5.5,5.693,-67.81125000000002
173,15:25:31,5.5,5.696,-69.01575000000004
174,15:25:36,5.5,5.701,-70.42025000000001
